"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"180","Ryan McDonagh","T.B","D","82","1811.2333333333","9","37","17","20","46","42.20","128","7.03","7.05","243","173","69","17","5","12","34","17","17","0","0","16","66","46","98","72","161","0","0","-"
"369","Brett Connolly","WSH","R","81","1079.7333333333","22","24","13","11","46","73.02","139","15.83","14.6","243","187","160","73","6","14","24","12","12","0","0","10","25","33","53","62","25","9","22","29.03"
"646","Seth Jones","CBJ","D","75","1936.7","9","37","19","18","46","42.99","184","4.89","10.22","377","277","85","12","8","17","28","14","14","0","0","9","69","59","106","111","133","0","0","-"
"199","Drew Doughty","L.A","D","82","2179.0833333333","8","37","20","17","45","51.72","154","5.19","7.73","318","218","65","13","5","27","44","22","22","0","0","8","105","23","168","86","120","0","0","-"
"209","Erik Karlsson","S.J","D","53","1297.85","3","42","21","21","45","47.37","169","1.78","7.72","389","250","78","10","6","31","22","10","10","0","0","5","63","59","44","78","69","0","1","0.00"
"395","John Klingberg","DAL","D","64","1569.95","10","35","12","23","45","52.94","153","6.54","7.44","345","218","90","15","5","20","12","6","6","0","0","8","79","26","42","105","77","0","0","-"
"968","Brady Tkachuk","OTT","L","71","1137.7666666667","22","23","16","7","45","67.16","214","10.28","24.41","335","275","218","126","5","32","75","28","24","3","1","29","39","22","174","136","26","73","76","48.99"
"267","Oliver Ekman-Larsson","ARI","D","81","1914.7833333333","14","30","19","11","44","51.16","176","7.95","10.44","430","279","127","13","8","29","52","25","25","0","0","20","65","32","162","155","52","0","0","-"
"268","Nazem Kadri","TOR","C","73","1181.85","16","28","15","13","44","60.27","184","8.70","22.37","366","287","237","102","5","24","43","16","14","1","1","27","47","42","85","131","13","403","327","55.21"
"286","Mattias Ekholm","NSH","D","80","1869.1166666667","8","36","17","19","44","48.89","146","5.48","6.86","306","208","79","16","4","16","47","22","21","1","0","13","69","32","68","87","107","0","0","-"
"410","Ryan Dzingel","OTT","L","57","1011.9","22","22","14","8","44","64.71","133","16.54","12.67","208","161","130","65","3","16","29","13","12","1","0","7","30","18","41","46","35","36","54","40.00"
"710","Kasperi Kapanen","TOR","R","78","1295.6833333333","20","24","11","13","44","60.27","174","11.49","16.96","325","252","194","83","22","11","27","11","10","1","0","9","38","44","92","88","19","5","5","50.00"
"803","Zach Werenski","CBJ","D","82","1877.7666666667","11","33","19","14","44","45.36","168","6.55","9.38","348","246","98","21","6","18","18","9","9","0","0","7","46","40","67","87","89","0","0","-"
"974","Rasmus Dahlin","BUF","D","82","1734.75","9","35","14","21","44","46.32","177","5.08","8.28","306","225","88","16","7","15","34","17","17","0","0","11","79","38","97","91","66","0","0","-"
"242","Jared Spurgeon","MIN","D","82","1979.8666666667","14","29","13","16","43","44.79","152","9.21","8.21","304","212","91","26","6","19","20","10","10","0","0","9","23","30","91","112","145","1","0","100.00"
"260","Jakob Silfverberg","ANA","R","73","1248","24","19","11","8","43","76.79","163","14.72","17.12","288","228","168","68","18","10","28","14","14","0","0","9","27","27","38","118","43","19","32","37.25"
"484","Rickard Rakell","ANA","C, L","69","1274.95","18","25","18","7","43","64.18","194","9.28","17.39","345","256","186","70","11","23","27","8","6","1","1","20","60","41","82","116","38","17","31","35.42"
"589","Andreas Johnsson","TOR","L","73","997.8","20","23","13","10","43","67.19","130","15.38","13.94","215","179","143","66","1","14","32","15","15","0","0","12","20","25","60","88","36","7","12","36.84"
"650","Rasmus Ristolainen","BUF","D","78","1922.0333333333","5","38","22","16","43","48.31","182","2.75","9","332","245","88","21","4","14","38","19","19","0","0","10","44","23","235","171","121","0","0","-"
"81","Paul Stastny","VGK","C","50","905.2","13","29","17","12","42","71.19","103","12.62","14.41","161","142","122","71","5","17","30","15","15","0","0","8","18","36","35","46","15","463","384","54.66"
"83","Bobby Ryan","OTT","R","78","1223.2166666667","15","27","18","9","42","63.64","160","9.38","15.83","301","229","155","66","6","18","35","16","15","1","0","17","48","50","77","74","49","8","18","30.77"
"228","Adam Henrique","ANA","C","82","1349","18","24","15","9","42","61.76","122","14.75","16.06","224","190","150","88","5","13","24","12","12","0","0","15","26","39","78","69","71","571","512","52.72"
"329","Jason Zucker","MIN","L","81","1383.45","21","21","13","8","42","65.63","214","9.81","22.33","398","318","224","96","10","24","28","14","14","0","0","34","31","47","87","60","38","2","11","15.38"
"355","Kevin Hayes","NYR","C, R","51","992.18333333333","14","28","15","13","42","77.78","119","11.76","14.74","233","169","147","65","8","16","10","5","5","0","0","13","53","48","51","39","12","373","395","48.57"
"574","Alexander Kerfoot","COL","C","78","1160.8333333333","15","27","12","15","42","68.85","116","12.93","11.95","195","151","135","67","3","18","38","19","19","0","0","16","30","22","22","120","29","274","215","56.03"
"820","Jake DeBrusk","BOS","L","68","1099","27","15","8","7","42","56.76","156","17.31","15.43","260","214","153","93","10","9","18","9","9","0","0","12","27","42","45","116","24","8","30","21.05"
"111","Bryan Little","WPG","C","82","1298.2833333333","15","26","16","10","41","62.12","126","11.90","11.91","197","164","129","68","6","10","26","13","13","0","0","17","21","36","62","45","29","526","476","52.50"
"201","Alex Pietrangelo","STL","D","71","1709.2833333333","13","28","9","19","41","40.59","168","7.74","9.94","357","233","89","22","4","22","22","11","11","0","0","16","50","55","62","117","139","0","1","0.00"
"270","Ryan Ellis","NSH","D","82","1969.1666666667","7","34","16","18","41","40.20","149","4.70","9.35","308","218","71","10","8","18","20","10","10","0","0","15","61","54","71","110","154","0","0","-"
"296","Cody Eakin","VGK","C","78","1198.4","22","19","13","6","41","67.21","120","18.33","14.67","209","167","121","51","10","15","16","8","8","0","0","16","34","51","88","103","35","479","461","50.96"
"365","Zach Hyman","TOR","C, L","71","1226.5666666667","21","20","10","10","41","56.16","145","14.48","21.33","242","196","187","110","17","16","65","24","20","3","1","25","28","30","102","144","39","113","124","47.68"
"499","Alex Galchenyuk","ARI","C","72","1132.6333333333","19","22","12","10","41","73.21","159","11.95","17.69","288","229","154","72","4","16","34","17","17","0","0","15","40","28","62","84","34","188","223","45.74"
"649","Darnell Nurse","EDM","D","82","1953.2666666667","10","31","12","19","41","39.81","196","5.10","9.2","395","267","109","18","6","19","87","31","26","3","2","20","73","30","162","80","146","0","0","-"
"772","Colin White","OTT","C","71","1150.1","14","27","13","14","41","66.13","123","11.38","16.08","228","185","158","86","7","20","24","12","12","0","0","21","38","21","23","75","35","379","420","47.43"
"26","Duncan Keith","CHI","D","82","1887.4333333333","6","34","13","21","40","38.10","141","4.26","6.29","282","187","63","10","4","15","70","20","15","2","3","9","73","33","42","78","144","0","0","-"
"145","Alex Killorn","T.B","L","82","1219.7","18","22","15","7","40","57.97","153","11.76","15.47","287","213","181","67","17","18","45","21","20","1","0","10","22","30","88","90","23","2","8","20.00"
"181","Max Pacioretty","VGK","L","66","1122.0833333333","22","18","13","5","40","68.97","191","11.52","18.51","335","261","205","74","6","29","36","18","18","0","0","13","38","39","119","127","20","21","32","39.62"
"396","Micheal Ferland","CAR","L","71","1000.7333333333","17","23","18","5","40","60.61","156","10.90","18.49","251","207","166","101","6","29","58","19","13","6","0","11","48","36","182","85","19","23","50","31.51"
"519","Tom Wilson","WSH","R","63","1142.9833333333","22","18","9","9","40","59.70","130","16.92","16.26","229","189","145","78","6","12","128","35","24","6","5","30","44","43","200","93","52","29","24","54.72"
"466","Dougie Hamilton","CAR","D","82","1613.15","18","21","12","9","39","47.56","259","6.95","13.29","542","367","143","26","17","41","54","23","22","0","1","11","66","35","160","90","91","0","1","0.00"
"545","Damon Severson","N.J","D","82","1807.5166666667","11","28","17","11","39","45.88","146","7.53","8.09","262","190","70","11","5","16","58","25","24","0","1","11","61","25","83","79","87","0","0","-"
"568","Vinnie Hinostroza","ARI","C","72","1099.2666666667","16","23","13","10","39","82.98","152","10.53","17.55","264","196","136","80","8","29","14","7","7","0","0","16","34","28","69","86","41","39","64","37.86"
"766","Frank Vatrano","FLA","C","81","1187.65","24","15","7","8","39","69.64","208","11.54","19.87","324","266","172","77","7","28","38","19","19","0","0","19","30","33","139","96","74","15","23","39.47"
"825","Anthony Cirelli","T.B","C","82","1217.45","19","20","14","6","39","59.09","123","15.45","15.28","203","163","147","86","11","11","34","10","7","2","1","25","15","46","94","114","49","502","449","52.79"
"253","Tyler Bozak","STL","C","72","1177.1166666667","13","25","10","15","38","65.52","141","9.22","15.27","223","188","147","70","6","18","20","10","10","0","0","10","19","30","52","51","33","451","379","54.34"
"259","Alex Chiasson","EDM","R","73","1238.8333333333","22","16","13","3","38","52.05","123","17.89","17.19","207","175","149","88","8","19","32","16","16","0","0","16","27","28","85","130","31","7","15","31.82"
"289","Craig Smith","NSH","R","76","1149.5666666667","21","17","13","4","38","62.30","205","10.24","19.52","338","277","195","85","15","21","20","10","10","0","0","17","39","43","77","100","33","26","28","48.15"
"443","Boone Jenner","CBJ","C","77","1313.9666666667","16","22","16","6","38","58.46","170","9.41","17.4","283","236","145","69","14","22","42","20","20","0","0","19","21","42","158","102","70","626","531","54.11"
"601","Pavel Buchnevich","NYR","R","64","971.18333333333","21","17","9","8","38","69.09","119","17.65","12.7","212","164","132","57","4","16","13","5","4","1","0","10","43","29","60","94","20","7","18","28.00"
"832","Derek Ryan","CGY","C","81","1118.1166666667","13","25","15","10","38","67.86","103","12.62","10.17","179","141","100","52","9","5","24","12","12","0","0","13","54","54","19","93","19","440","316","58.20"
"4","Patrick Marleau","TOR","C","82","1340.25","16","21","15","6","37","50.00","161","9.94","18.51","259","218","194","96","9","15","28","14","14","0","0","6","22","31","74","94","41","104","99","51.23"
"107","Patric Hornqvist","PIT","R","69","1067.8666666667","18","19","7","12","37","48.05","197","9.14","22.61","302","250","202","107","16","27","26","9","8","0","1","15","18","25","150","165","34","9","9","50.00"
"136","Artem Anisimov","CHI","C","78","1274.7333333333","15","22","13","9","37","67.27","142","10.56","18.58","272","205","163","87","5","14","14","7","7","0","0","7","14","50","25","80","33","332","394","45.73"
"215","Jordan Eberle","NYI","C, R","78","1289.1","19","18","12","6","37","56.92","160","11.88","18.46","255","213","181","97","9","14","17","7","6","1","0","11","40","34","36","121","35","9","11","45.00"
"323","Mats Zuccarello","NYR","C, R","46","920.9","11","26","15","11","37","66.07","99","11.11","10.33","176","141","93","45","9","13","24","8","7","0","1","10","28","36","57","35","42","10","20","33.33"
"368","Taylor Hall","N.J","L","33","649.66666666667","11","26","18","8","37","77.08","113","9.73","10.59","207","153","107","33","7","11","16","8","8","0","0","5","39","31","22","50","29","26","32","44.83"
"381","Joonas Donskoi","S.J","R","80","1073.4","14","23","12","11","37","62.71","115","12.17","12.24","187","152","118","67","4","13","10","5","5","0","0","20","38","24","36","129","36","1","9","10.00"
"535","Shayne Gostisbehere","PHI","D","78","1533.4166666667","9","28","12","16","37","44.58","180","5.00","9.1","375","246","87","11","5","27","22","11","11","0","0","13","53","20","46","58","102","0","0","-"
"615","Shea Theodore","VGK","D","79","1587.3666666667","12","25","16","9","37","50.68","202","5.94","9.82","421","277","125","21","9","38","20","9","9","0","0","11","59","82","27","108","91","1","0","100.00"
"657","Ryan Pulock","NYI","D","82","1833.8166666667","9","28","15","13","37","44.05","180","5.00","10.09","382","242","106","15","5","20","22","11","11","0","0","8","68","35","143","102","148","0","0","-"
"686","Aaron Ekblad","FLA","D","82","1938.8166666667","13","24","8","16","37","32.74","180","7.22","9.21","315","230","91","22","10","30","47","22","21","1","0","16","122","47","114","115","88","0","0","-"
"694","Nikolaj Ehlers","WPG","L","62","977.2","21","16","8","8","37","75.51","159","13.21","12.54","266","207","122","43","8","13","15","6","5","1","0","25","17","28","27","69","16","1","1","50.00"
"973","Andrei Svechnikov","CAR","R","82","1201.0333333333","20","17","8","9","37","59.68","189","10.58","24.88","310","254","194","118","12","31","62","31","31","0","0","18","63","34","123","131","26","1","6","14.29"
"981","Dominik Kahun","CHI","C","82","1160.3333333333","13","24","17","7","37","62.71","137","9.49","12.18","217","173","133","58","6","9","6","3","3","0","0","9","24","32","13","54","27","22","39","36.07"
"30","Thomas Vanek","DET","L","64","903.13333333333","16","20","12","8","36","64.29","108","14.81","11.99","195","151","109","52","0","11","26","13","13","0","0","1","41","20","38","25","13","7","18","28.00"
"189","Lars Eller","WSH","C","81","1339.2833333333","13","23","13","10","36","58.06","163","7.98","17.42","274","225","171","71","7","24","37","16","15","1","0","20","63","59","69","102","47","543","566","48.96"
"360","Jaden Schwartz","STL","L","69","1249.4666666667","11","25","16","9","36","63.16","183","6.01","17.98","321","253","192","80","9","20","16","8","8","0","0","14","28","47","61","97","27","18","19","48.65"
"430","Blake Coleman","N.J","C","78","1326.95","22","14","9","5","36","62.07","213","10.33","21.89","341","282","197","91","17","25","71","34","33","1","0","28","36","50","225","98","44","109","153","41.60"
"607","Oliver Bjorkstrand","CBJ","R","77","950.05","23","13","12","1","36","69.23","161","14.29","13.82","261","212","143","57","10","17","8","4","4","0","0","7","14","31","43","111","34","5","8","38.46"
"22","Frans Nielsen","DET","C","72","1200.3","10","25","10","15","35","60.34","120","8.33","8.94","185","148","97","43","6","10","14","7","7","0","0","4","35","18","79","84","44","450","473","48.75"
"114","Nick Foligno","CBJ","L","73","1292.3833333333","17","18","7","11","35","47.30","141","12.06","16.91","219","184","142","71","7","16","44","16","12","4","0","17","26","37","175","58","51","133","102","56.60"
"152","Nick Bonino","NSH","C","81","1320.7333333333","17","18","12","6","35","55.56","118","14.41","11.91","202","154","111","50","6","12","18","9","9","0","0","10","40","30","24","58","70","586","546","51.77"
"206","Mikkel Boedker","OTT","L","71","995.61666666667","7","28","15","13","35","60.34","88","7.95","8.56","151","115","88","38","9","12","6","3","3","0","0","5","27","25","54","56","28","7","11","38.89"
"224","Derek Stepan","ARI","C","72","1384.1","15","20","15","5","35","56.45","195","7.69","17.8","310","250","165","77","17","26","14","7","7","0","0","9","44","50","50","77","51","651","725","47.31"
"347","Justin Faulk","CAR","D","82","1838.75","11","24","16","8","35","33.65","217","5.07","12.55","439","306","91","14","3","25","47","22","21","1","0","5","66","47","156","82","121","0","0","-"
"380","Bryan Rust","PIT","R","72","1145.1166666667","18","17","10","7","35","62.50","141","12.77","15.95","232","198","173","88","17","18","24","12","12","0","0","17","27","30","119","121","59","8","16","33.33"
"541","Jimmy Vesey","NYR","L","81","1300.65","17","18","14","4","35","60.34","154","11.04","20.73","265","203","165","92","10","22","21","9","8","1","0","11","42","50","79","73","34","8","24","25.00"
"704","Travis Sanheim","PHI","D","82","1602.7","9","26","13","13","35","44.87","121","7.44","6.38","242","162","59","17","2","17","22","11","11","0","0","11","65","20","45","120","133","0","0","-"
"776","Vince Dunn","STL","D","78","1366.5833333333","12","23","12","11","35","45.45","150","8.00","7.64","304","195","82","16","3","16","45","21","20","1","0","13","49","18","48","99","68","0","1","0.00"
"13","Ilya Kovalchuk","L.A","L","64","1038.8833333333","16","18","12","6","34","70.83","141","11.35","12.92","252","189","136","42","8","16","10","5","5","0","0","10","43","21","28","30","19","16","20","44.44"
"73","Alexander Edler","VAN","D","56","1375.9166666667","10","24","17","7","34","45.95","128","7.81","4.84","254","181","50","4","1","12","54","27","27","0","0","9","38","13","127","94","166","0","0","-"
"135","Michael Frolik","CGY","R","65","868.48333333333","16","18","11","7","34","65.38","132","12.12","12.07","217","177","127","48","10","11","26","13","13","0","0","11","49","33","57","84","22","13","25","34.21"
"232","TJ Brodie","CGY","D","79","1696.2166666667","9","25","13","12","34","36.17","102","8.82","5.34","233","147","63","16","3","9","24","12","12","0","0","14","100","68","21","95","86","0","1","0.00"
